"","Duration","Treatment","VideoTime","VoteProbability","NewsDays","BidenNominee","TrumpNominee","StemMajor","HumanitiesMajor","ParentsInfluence","HSGPA","Ideology","Class","TrumpCharges"
"239",294,1,183.571,3,NA,TRUE,TRUE,FALSE,FALSE,2,5,4,2,4
"240",202,0,92.447,5,1,TRUE,TRUE,FALSE,TRUE,2,2,3,2,5
"241",220,1,15.347,2,0,TRUE,TRUE,FALSE,TRUE,1,NA,6,2,6
"242",1418,1,596.202,2,2,TRUE,TRUE,FALSE,FALSE,2,NA,6,2,8
"243",545,0,155.569,4,1,FALSE,FALSE,TRUE,FALSE,4,5,3,1,5
"244",4567,1,466.105,5,7,TRUE,TRUE,FALSE,FALSE,1,5,3,2,4
"245",209,0,97.714,5,3,TRUE,TRUE,FALSE,TRUE,3,5,4,2,5
"246",68,1,8.561,4,5,TRUE,TRUE,TRUE,FALSE,4,5,2,2,5
"247",328,0,171.169,5,4,TRUE,FALSE,FALSE,FALSE,2,4,5,2,8
"248",915,1,462.511,2,NA,TRUE,TRUE,TRUE,FALSE,2,3,4,1,5
"249",215,0,72.475,5,0,FALSE,TRUE,TRUE,TRUE,5,5,4,2,4
"250",436,1,355.054,1,3,FALSE,FALSE,FALSE,FALSE,3,5,5,2,5
"251",12233,1,170.105,5,NA,TRUE,TRUE,FALSE,FALSE,4,4,4,2,7
"252",16,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"253",199,0,34.232,5,5,TRUE,TRUE,TRUE,FALSE,3,5,4,2,5
"254",21141,0,904.987,5,7,TRUE,TRUE,FALSE,FALSE,3,5,5,2,3
"255",425,1,237.634,2,1,TRUE,TRUE,FALSE,FALSE,3,NA,6,1,5
"256",381,1,3.68100000000001,5,1,FALSE,TRUE,FALSE,TRUE,4,5,4,3,8
"257",750,0,217.132,4,NA,TRUE,TRUE,FALSE,FALSE,1,5,4,2,6
"258",27,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"259",92905,0,0,5,2,TRUE,TRUE,FALSE,TRUE,3,3,5,2,5
"260",751,0,135.118,5,5,TRUE,TRUE,FALSE,TRUE,3,5,4,3,7
"261",479,0,233.028,5,1,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"262",261,1,23.621,1,3,TRUE,TRUE,TRUE,TRUE,2,5,4,3,5
"263",279,0,6.966,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"264",684,1,254.077,1,1,TRUE,FALSE,FALSE,FALSE,3,5,3,2,3
"265",444,0,283.989,5,2,TRUE,FALSE,TRUE,FALSE,3,5,3,2,6
"266",25659,1,180.004,5,2,FALSE,TRUE,FALSE,FALSE,3,5,5,3,4
"267",249,0,110.21,5,NA,TRUE,TRUE,FALSE,TRUE,3,5,5,3,4
"268",446,1,307.032,5,NA,TRUE,TRUE,TRUE,FALSE,4,5,4,2,3
"269",527,1,33.324,4,1,FALSE,TRUE,FALSE,FALSE,4,5,5,2,5
"270",407784,1,242.768,1,2,TRUE,TRUE,TRUE,FALSE,2,5,4,2,5
"271",216,0,34.746,1,3,TRUE,TRUE,FALSE,FALSE,1,5,4,2,5
"272",320,1,139.686,5,6,TRUE,TRUE,TRUE,FALSE,2,5,4,3,5
"273",254,0,97.046,5,3,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"274",460,0,23.869,5,5,TRUE,TRUE,FALSE,FALSE,3,5,4,3,5
"275",597,0,77.339,4,2,TRUE,TRUE,FALSE,FALSE,2,5,4,3,4
"276",3368,1,1.084,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"277",320,0,91.97,5,1,TRUE,FALSE,FALSE,TRUE,2,NA,4,4,7
"278",358,0,108.246,5,2,TRUE,TRUE,FALSE,TRUE,3,5,5,2,4
"279",12,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"280",396,0,85.298,1,3,FALSE,FALSE,TRUE,FALSE,3,4,4,3,6
"281",15,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"282",335,0,106.082,5,4,TRUE,TRUE,FALSE,FALSE,3,5,5,3,4
"283",1137,1,441.247,5,0,TRUE,TRUE,TRUE,TRUE,1,NA,3,2,5
"284",522,1,286.647,1,2,TRUE,TRUE,FALSE,TRUE,5,5,5,3,4
"285",6,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"286",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"287",240,1,121.048,5,2,FALSE,TRUE,TRUE,FALSE,2,5,5,2,5
"288",398,0,38.43,1,7,TRUE,TRUE,TRUE,FALSE,1,4,3,2,4
"289",475,0,143.928,2,0,FALSE,FALSE,TRUE,TRUE,5,3,3,2,8
"290",8474,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"291",405,1,221.508,5,1,TRUE,TRUE,FALSE,FALSE,3,5,4,2,6
"292",119,0,19.413,5,7,TRUE,TRUE,FALSE,TRUE,2,5,4,2,5
"293",11168,1,121.17,5,4,TRUE,TRUE,TRUE,FALSE,3,NA,6,3,5
"294",741,1,134.732,2,0,FALSE,FALSE,TRUE,TRUE,4,3,3,2,7
"295",504,1,220.84,5,3,TRUE,TRUE,FALSE,TRUE,3,NA,4,3,0
"296",933,0,308.254,NA,NA,FALSE,TRUE,FALSE,FALSE,3,4,5,2,6
"297",792,1,431.703,5,4,TRUE,TRUE,FALSE,TRUE,2,5,5,3,4
"298",168783,1,295.621,4,2,TRUE,FALSE,FALSE,FALSE,2,5,4,1,4
"299",49,0,1.84,4,3,FALSE,FALSE,FALSE,FALSE,3,5,3,2,5
"300",133,1,0,3,NA,FALSE,FALSE,FALSE,TRUE,1,1,1,3,5
"301",664,0,36.13,5,4,TRUE,TRUE,TRUE,FALSE,3,3,4,2,4
"302",102,0,5.451,5,2,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"303",4,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"304",323,1,128.549,4,1,FALSE,FALSE,TRUE,FALSE,2,5,4,2,4
"305",339,0,170.644,5,4,TRUE,TRUE,FALSE,TRUE,2,5,5,2,5
"306",293,1,22.937,5,4,TRUE,FALSE,FALSE,FALSE,1,5,5,2,6
"307",331,1,153.491,5,2,TRUE,TRUE,FALSE,FALSE,3,5,5,2,8
"308",166,0,0.695,5,5,TRUE,FALSE,TRUE,TRUE,2,5,5,2,4
"309",19329,1,140.532,5,4,TRUE,TRUE,FALSE,FALSE,3,5,3,2,8
"310",248,0,140.074,5,2,TRUE,FALSE,FALSE,FALSE,2,5,5,2,5
"311",5892,1,183.086,5,5,TRUE,TRUE,FALSE,TRUE,3,5,4,3,4
"312",174,0,57.648,5,3,TRUE,TRUE,FALSE,TRUE,4,NA,6,2,5
"313",141,0,42.165,5,1,TRUE,TRUE,TRUE,TRUE,3,4,5,2,5
"314",766,1,234.769,1,7,TRUE,TRUE,TRUE,FALSE,1,5,5,1,0
"315",16775,0,96.289,4,4,FALSE,FALSE,FALSE,FALSE,3,3,2,2,5
"316",645,1,425.94,5,5,TRUE,TRUE,FALSE,TRUE,2,5,4,2,3
"317",24,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"318",372,1,102.127,5,NA,TRUE,FALSE,TRUE,FALSE,3,5,5,3,6
"319",28599,1,274.524,5,NA,FALSE,FALSE,FALSE,FALSE,2,4,2,2,5
"320",480,1,115.736,3,2,TRUE,TRUE,FALSE,TRUE,2,NA,6,3,5
"321",258,1,21.816,4,1,FALSE,TRUE,TRUE,FALSE,3,5,4,2,5
"322",239,0,71.682,5,5,TRUE,TRUE,FALSE,FALSE,4,5,5,2,4
"323",102282,0,242.52,5,2,TRUE,FALSE,FALSE,TRUE,3,4,5,3,5
"324",294,0,128.869,4,5,TRUE,TRUE,FALSE,FALSE,3,4,4,2,5
"325",26,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"326",209,1,1.02600000000001,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"327",480,0,224.321,5,4,TRUE,TRUE,FALSE,FALSE,3,3,4,2,7
"328",424,0,235.954,3,NA,TRUE,TRUE,TRUE,TRUE,4,5,4,3,5
"329",413,1,247.908,5,NA,TRUE,TRUE,TRUE,FALSE,3,4,5,3,7
"330",936,1,389.041,5,0,TRUE,TRUE,TRUE,FALSE,3,4,2,3,5
"331",11,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"332",95,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"333",339,1,229.544,4,NA,TRUE,TRUE,TRUE,FALSE,1,4,5,2,5
"334",33,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"335",473146,0,139.439,4,1,TRUE,FALSE,TRUE,FALSE,4,4,1,3,4
"336",211,0,84.462,1,1,TRUE,TRUE,TRUE,FALSE,3,5,5,2,7
"337",9911,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"338",319,1,213.358,5,2,FALSE,FALSE,FALSE,TRUE,3,5,5,2,6
"339",603,0,179.085,1,NA,TRUE,TRUE,TRUE,FALSE,1,NA,6,4,5
"340",261,1,78.3,5,2,TRUE,FALSE,FALSE,TRUE,2,5,4,3,7
"341",168,0,68.039,4,1,TRUE,TRUE,FALSE,FALSE,2,4,4,2,5
"342",229,1,98.212,5,0,TRUE,TRUE,TRUE,FALSE,4,5,5,3,7
"343",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"344",576,0,257.016,4,2,TRUE,TRUE,TRUE,TRUE,4,5,4,3,3
"345",2000,0,1758.316,1,3,TRUE,TRUE,TRUE,TRUE,2,4,5,3,3
"346",123,1,30.29,5,3,TRUE,TRUE,FALSE,FALSE,2,4,3,3,5
"347",484,1,3.76900000000001,1,0,TRUE,TRUE,TRUE,FALSE,3,5,4,3,5
"348",998,0,319.085,5,2,TRUE,TRUE,TRUE,FALSE,2,5,5,3,4
"349",329,1,159.781,5,4,TRUE,TRUE,TRUE,TRUE,2,3,5,2,4
"350",141,0,1.5,4,4,TRUE,FALSE,FALSE,FALSE,1,4,3,2,5
"351",453,1,301.663,1,1,TRUE,TRUE,TRUE,FALSE,2,3,3,3,5
"352",351,1,130.251,5,1,TRUE,TRUE,FALSE,FALSE,5,5,4,3,5
"353",92998,0,116.065,1,2,TRUE,TRUE,FALSE,FALSE,2,5,3,2,8
"354",92567,0,80.702,4,3,FALSE,TRUE,FALSE,FALSE,1,5,4,2,5
"355",1008,0,471.287,5,2,TRUE,FALSE,FALSE,FALSE,2,5,5,1,5
"356",279,0,79.49,5,2,TRUE,TRUE,TRUE,FALSE,3,5,5,2,6
"357",432,1,272.477,5,4,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"358",101,0,26.424,1,3,FALSE,TRUE,TRUE,FALSE,4,5,2,3,5
"359",398583,1,0,5,1,FALSE,FALSE,TRUE,FALSE,2,5,4,3,5
"360",798,1,457.844,5,3,TRUE,TRUE,FALSE,FALSE,4,5,5,2,5
"361",691,1,324.832,5,1,TRUE,TRUE,FALSE,FALSE,3,4,3,3,4
"362",150,1,21.26,1,0,TRUE,FALSE,FALSE,FALSE,2,5,4,NA,4
"363",64,0,10.761,1,4,TRUE,TRUE,TRUE,FALSE,1,3,5,1,5
"364",438,1,160.81,5,1,TRUE,TRUE,TRUE,TRUE,3,4,5,2,5
"365",113,0,29.649,5,5,FALSE,TRUE,FALSE,FALSE,4,5,3,3,5
"366",437,1,26.789,5,NA,FALSE,FALSE,FALSE,FALSE,2,4,4,2,7
"367",100911,0,5.833,5,0,FALSE,TRUE,FALSE,FALSE,2,5,2,3,5
"368",136,0,52.723,1,1,TRUE,TRUE,FALSE,FALSE,5,5,4,2,5
"369",317,1,73.635,5,5,FALSE,TRUE,FALSE,FALSE,2,3,5,2,5
"370",524,0,160.038,3,1,FALSE,FALSE,FALSE,FALSE,3,4,3,1,6
"371",427,0,162.682,4,4,TRUE,TRUE,TRUE,FALSE,4,4,4,2,4
"372",3530,1,58.926,5,2,TRUE,TRUE,FALSE,TRUE,4,5,5,3,6
"373",56,1,2.368,1,3,FALSE,FALSE,FALSE,FALSE,3,3,3,NA,5
"374",523227,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"375",555,1,0,5,2,TRUE,TRUE,TRUE,FALSE,1,5,3,3,3
"376",705,0,409.445,1,NA,TRUE,TRUE,FALSE,FALSE,3,NA,5,2,7
"377",165236,0,109.344,5,4,TRUE,TRUE,TRUE,FALSE,2,5,5,2,5
"378",511,1,303.125,5,1,TRUE,TRUE,FALSE,FALSE,3,5,5,2,6
"379",198310,1,0,5,NA,TRUE,TRUE,FALSE,FALSE,3,5,5,2,8
"380",12901,0,4.003,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"381",2494,1,0,5,0,TRUE,TRUE,TRUE,TRUE,3,5,4,2,5
"382",35,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"383",419,1,202.56,1,0,TRUE,FALSE,FALSE,FALSE,4,5,5,2,4
"384",355,1,74.2,5,2,TRUE,TRUE,TRUE,TRUE,4,4,5,2,7
"385",111,0,42.668,5,4,TRUE,TRUE,FALSE,FALSE,3,5,5,3,5
"386",180,0,52.502,4,7,TRUE,TRUE,FALSE,TRUE,3,4,3,3,5
"387",333,1,0,4,4,TRUE,TRUE,FALSE,FALSE,3,5,3,2,4
"388",720,1,291.157,5,3,TRUE,TRUE,FALSE,FALSE,4,5,5,2,4
"389",190,1,88.358,5,1,TRUE,TRUE,TRUE,FALSE,2,5,5,3,6
"390",2510,0,200.324,1,6,TRUE,TRUE,FALSE,FALSE,2,5,3,2,9
"391",699,1,0,4,NA,FALSE,FALSE,TRUE,TRUE,3,5,4,2,6
"392",219,1,68.539,5,6,TRUE,FALSE,FALSE,TRUE,4,5,4,3,5
"393",301,0,63.893,2,1,TRUE,FALSE,TRUE,TRUE,2,3,4,3,7
"394",94474,0,75.131,4,0,TRUE,TRUE,TRUE,FALSE,3,5,5,2,6
"395",116,0,26.025,5,3,TRUE,TRUE,TRUE,FALSE,3,4,5,3,6
"396",255,1,167.826,5,NA,TRUE,TRUE,FALSE,FALSE,3,5,5,2,5
"397",92232,1,269.559,5,4,TRUE,TRUE,FALSE,TRUE,4,5,4,3,5
"398",36787,0,112.306,5,4,TRUE,TRUE,TRUE,FALSE,3,5,5,2,6
"399",3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"400",28,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"401",9,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"402",97,1,3.764,4,0,TRUE,TRUE,FALSE,TRUE,5,4,5,3,5
"403",3361,0,233.106,5,2,TRUE,FALSE,FALSE,TRUE,2,5,5,1,7
"404",663,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"405",267,0,53.626,4,0,TRUE,FALSE,FALSE,FALSE,3,5,2,2,3
"406",757,1,223.839,5,1,TRUE,TRUE,FALSE,FALSE,2,NA,6,2,5
"407",474,1,91.436,5,NA,TRUE,TRUE,TRUE,FALSE,4,3,2,2,4
"408",852,0,251.958,5,2,FALSE,FALSE,FALSE,FALSE,3,5,2,2,4
"409",2,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"410",175,1,41.16,5,3,TRUE,TRUE,FALSE,FALSE,4,5,5,3,6
"411",39937,0,110.307,5,NA,TRUE,FALSE,FALSE,TRUE,3,4,4,2,5
"412",863,1,552.636,5,3,TRUE,FALSE,FALSE,TRUE,1,5,5,1,5
"413",728,1,188.932,5,1,FALSE,FALSE,FALSE,TRUE,1,5,4,1,5
"414",839,0,400.523,5,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"415",766,1,200.978,5,1,TRUE,TRUE,FALSE,FALSE,2,4,5,3,8
"416",469,0,105.378,5,1,TRUE,TRUE,FALSE,TRUE,2,NA,5,2,4
"417",4,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"418",190,1,57.436,5,3,TRUE,FALSE,TRUE,FALSE,2,5,4,2,2
"419",1861,1,330.086,5,2,TRUE,TRUE,TRUE,TRUE,2,5,4,2,5
"420",380,0,216.439,5,5,TRUE,TRUE,FALSE,FALSE,3,4,3,3,5
"421",288,0,93.288,5,5,TRUE,TRUE,FALSE,FALSE,3,4,4,2,4
"422",31,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"423",517,0,189.351,5,3,TRUE,TRUE,FALSE,FALSE,2,4,5,2,5
"424",105,1,2.401,1,NA,TRUE,TRUE,FALSE,FALSE,1,4,3,3,4
"425",328,1,39.31,3,1,TRUE,FALSE,TRUE,FALSE,2,5,4,2,4
"426",11,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"427",1266,0,55.543,5,1,FALSE,TRUE,FALSE,TRUE,3,4,2,2,5
"428",9842,0,7.352,3,2,TRUE,TRUE,FALSE,FALSE,3,5,3,2,5
"429",443,0,6.894,1,4,TRUE,FALSE,TRUE,FALSE,4,4,4,3,5
"430",25,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"431",749,1,28.007,5,NA,TRUE,TRUE,TRUE,TRUE,3,3,5,3,7
"432",255,0,70.832,4,4,TRUE,TRUE,TRUE,FALSE,4,5,4,2,7
"433",158,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"434",1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"435",7408,1,1.273,5,1,TRUE,TRUE,TRUE,FALSE,3,5,3,2,2
"436",103596,0,27623.118,5,7,TRUE,TRUE,FALSE,FALSE,3,5,5,3,5
"437",659,1,343.334,5,3,TRUE,TRUE,TRUE,FALSE,2,5,4,3,4
"438",8,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"439",267,0,139.495,5,0,FALSE,FALSE,TRUE,FALSE,3,4,3,1,5
"440",437,1,0,5,5,TRUE,TRUE,FALSE,FALSE,2,4,5,2,4
"441",9309,1,116.385,5,6,TRUE,TRUE,TRUE,FALSE,2,5,2,2,5
"442",8,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"443",19,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"444",297,1,19.778,1,0,TRUE,TRUE,TRUE,FALSE,5,5,2,3,4
"445",473,1,177.945,5,3,TRUE,TRUE,FALSE,FALSE,3,5,4,3,4
"446",179,0,11.967,5,1,TRUE,TRUE,TRUE,FALSE,2,3,5,2,5
"447",371,1,257.062,5,7,TRUE,TRUE,FALSE,TRUE,3,5,4,2,5
"448",391,0,219.241,1,2,TRUE,TRUE,FALSE,TRUE,3,5,5,2,6
"449",384,0,155.653,1,3,TRUE,FALSE,TRUE,FALSE,3,4,5,2,5
"450",177,1,50.72,5,6,TRUE,TRUE,TRUE,TRUE,2,3,5,3,5
"451",227,0,104.888,4,2,TRUE,TRUE,FALSE,FALSE,2,4,4,2,3
"452",777,1,618.339,5,4,TRUE,TRUE,TRUE,FALSE,2,5,3,2,4
"453",3888,0,173.056,5,5,TRUE,TRUE,FALSE,FALSE,2,4,5,2,3
"454",42,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"455",184055,0,111.765,5,4,TRUE,TRUE,FALSE,TRUE,4,4,5,2,5
"456",551,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"457",461,0,198.652,4,1,TRUE,TRUE,FALSE,FALSE,2,NA,6,2,6
"458",234,0,46.309,5,3,TRUE,FALSE,FALSE,FALSE,3,3,5,3,5
"459",439,0,87.405,5,1,FALSE,TRUE,FALSE,FALSE,2,5,5,2,5
"460",372,1,66.683,5,7,TRUE,TRUE,TRUE,FALSE,3,3,5,3,5
"461",402,1,276.159,5,2,TRUE,TRUE,FALSE,TRUE,3,5,4,3,5
"462",615,1,335.492,5,2,TRUE,TRUE,FALSE,FALSE,2,4,3,2,6
"463",213,0,-1.103,5,NA,TRUE,TRUE,FALSE,FALSE,2,4,5,3,3
"464",708,1,5.313,1,7,TRUE,TRUE,TRUE,FALSE,3,3,5,3,5
"465",549,0,190.316,3,7,FALSE,FALSE,FALSE,TRUE,3,5,5,2,6
"466",273,0,11.011,1,NA,TRUE,FALSE,FALSE,TRUE,1,5,1,3,5
"467",342,1,22.272,1,0,FALSE,FALSE,FALSE,TRUE,1,1,1,3,5
"468",547,1,264.327,5,0,TRUE,TRUE,TRUE,FALSE,3,4,5,3,6
"469",429,1,60.844,5,7,TRUE,TRUE,TRUE,FALSE,2,5,5,3,5
"470",517,0,121.93,4,3,TRUE,TRUE,TRUE,TRUE,3,5,5,2,5
"471",624,1,136.403,5,3,TRUE,TRUE,TRUE,FALSE,2,5,5,2,6
"472",51447,1,41.04,5,2,TRUE,TRUE,TRUE,FALSE,2,5,5,1,5
"473",257,0,102.696,4,1,FALSE,FALSE,TRUE,TRUE,3,5,4,1,4
"474",81450,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"475",21,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"476",253255,0,393.611,5,0,FALSE,TRUE,TRUE,FALSE,3,5,3,3,5
"477",129420,1,161.799,5,1,TRUE,TRUE,TRUE,FALSE,2,5,4,2,3
"478",361,0,145.47,5,5,TRUE,TRUE,FALSE,TRUE,2,5,4,2,7
"479",238,0,5.611,1,1,TRUE,TRUE,TRUE,FALSE,3,5,5,2,4
